PC1,PC2,cluster,mean_rating
-1.8985227353107474,-1.5998175062087323,2,1.5691666666666666
-1.9708410894152917,-1.6327479973137038,2,1.5816666666666668
-1.9702884266591143,-1.6271356094558977,2,1.580416666666667
-1.8660556083317275,-1.6452027030786536,2,1.5904166666666668
-1.9702884266591143,-1.6271356094558975,2,1.580416666666667
-1.9707050717359258,-1.6276717127017695,2,1.5804166666666666
-1.1504062377727566,-1.937621490835406,1,1.695
-1.5728860194360568,-2.147242208788748,1,1.7874999999999999
-1.2299140135423978,-2.2441999081691844,1,1.6420833333333331
-1.5968151956589027,-2.5043710202921075,1,1.6900000000000002
-1.9998200563060375,-2.0853455784355246,1,1.5145833333333334
-1.992168396823787,-2.097387022620687,1,1.5125
-1.948845835624282,-2.1798424284924356,1,1.4949999999999999
-2.4038458441777664,-2.235112741384309,2,1.5837500000000002
-1.881939245281698,-1.5060490533333186,2,1.4170833333333335
-1.9721182667279107,-1.5714706004417158,2,1.4320833333333332
-1.5306292682181164,-1.3751234301657935,1,1.3341666666666665
-1.530551969332722,-1.3753544874516557,1,1.3354166666666665
-1.3837970579098755,-1.6184618234851518,1,1.3929166666666666
-1.1750129501827624,-1.825463411351995,1,1.5254166666666666
-1.381532681541232,-1.603715447324047,1,1.3950000000000002
-0.9563981904454161,-2.0501635339848874,1,1.5704166666666666
-0.9741011575639456,-2.048610447429261,1,1.5716666666666665
-1.4383445673531947,-1.5291616517013955,1,1.3987500000000004
-1.6930032058925506,-0.3572532924028824,2,1.2608333333333333
-1.8627490615184996,-0.45328248544892497,2,1.25375
-1.6890847878622501,-0.3445567964299071,2,1.2658333333333334
-1.2249977463317352,-1.2092858305634342,1,1.4483333333333333
-1.704932842520825,-0.36498915770792884,2,1.2574999999999998
-1.7045819710894135,-0.3665836108761326,2,1.2579166666666666
-1.7898540280105761,-0.43247869754359264,2,1.2354166666666666
-1.789827320103711,-0.42793831792502174,2,1.235
-1.7710921432868842,-0.39247604029084376,2,1.2754166666666666
-1.7809482144774993,-0.4131560045012042,2,1.2699999999999998
-1.9810156350426529,-0.5403891794438367,2,1.2675
-1.7931766091757606,-0.4328059695617172,2,1.2733333333333334
-1.4762836437378182,-1.5220075761251954,1,1.5416666666666667
-1.1939627904628998,-2.0267582685458043,1,1.5908333333333335
-1.063352959695132,-1.4339831384814767,1,1.4695833333333332
-0.5674120827186552,-2.0869908955295915,1,1.5420833333333333
-1.6185672624142489,-0.9937022120906247,2,1.5445833333333334
-0.932794516337869,-1.8396568089668344,1,1.7120833333333332
-0.9073002266481269,-1.8461644395409775,1,1.7141666666666666
-0.7030913629081035,-1.3937718017989276,1,1.6295833333333334
-0.9765056830528035,-1.6067504947207756,1,1.6683333333333337
-0.7189569228220529,-1.8096984950375494,1,1.5916666666666668
-0.7734106415887966,-1.6369331809599492,1,1.5583333333333336
-1.3076997351708242,-1.5033131561042343,1,1.7045833333333331
-0.8443417189934068,-2.159415485014868,1,1.6479166666666665
-0.7541344138875329,-2.0782708013073483,1,1.6820833333333332
-0.5684534724866942,-2.2703246844258045,1,1.6837499999999999
0.5169802877456664,-1.9187672714384352,1,1.9183333333333337
-1.1053123100977835,-2.6083006196303473,1,1.7316666666666667
-1.1200519822857145,-2.0580947026308376,1,1.6941666666666666
-1.1541310188489182,-2.836867474893474,1,1.877916666666667
-0.9829534087490143,-2.3122296023082067,1,1.7983333333333331
-2.0207803072610657,-1.3733221908831696,2,1.7629166666666667
-1.031575230251374,-2.8624178923572723,1,1.8866666666666667
-0.6887858977571598,-2.289718637369439,1,2.012083333333333
-0.40734212110381574,-2.7634589506150737,1,2.11
-0.15816565942615865,-2.1983743236761306,1,2.2275
-0.9535788958919958,-1.686215475342019,1,1.6629166666666666
-0.49112729760062057,-2.505013438075593,1,1.8379166666666666
-0.5198167351761319,-2.522312477832458,1,1.8295833333333336
-1.051356495597432,-1.7652679469893617,1,1.6625000000000003
-0.5169662878341194,-2.466941291954756,1,1.8579166666666669
-0.9426373032005717,-1.6360881828610732,1,1.68875
-1.285466327675551,-0.5695673256081877,2,1.5145833333333334
-1.1837771475325027,-0.5104301166674087,2,1.5658333333333336
-0.688997301788582,-1.4098650649596882,1,1.7433333333333334
-1.472038399550117,-0.5613641868523066,2,1.6720833333333334
-1.4026174229767256,-0.24101711662422207,2,1.5579166666666666
-0.4039897893598297,-0.8352850065954273,1,1.7354166666666666
-0.40408373105238293,-2.112520805462568,1,1.9900000000000002
-0.010010767422181974,-1.8348599605681843,1,1.8904166666666666
0.06155463919638966,-1.6885183266956163,1,1.9016666666666666
-0.5845085352019361,-1.4269644564833863,1,1.7391666666666665
0.21768153368319304,-1.6973875667072265,1,1.9179166666666667
0.2444473058000428,-1.7371362366581995,1,1.9100000000000001
0.23027354511243223,-1.858126505320201,1,1.8983333333333334
0.2510867811266586,-1.8657995910636376,1,1.8983333333333334
0.3072100690160596,-1.9301808621370449,1,1.8825
0.34362018210715295,-1.9537580650061133,1,1.8808333333333334
0.36910677828762195,-1.9534874680738614,1,1.8854166666666667
0.45030246738347657,-1.851079990771692,1,1.905
0.6460419074994905,-1.764220878219406,1,1.9449999999999996
0.6936685736054111,-1.7972113009038253,1,1.9454166666666666
0.015433061160420324,-1.5985297028753964,1,1.7566666666666666
-0.4858933644346088,-1.308349360141147,1,1.93625
0.382428657221288,-2.154621306675498,1,1.9666666666666668
0.5932949964625652,-2.353166639587211,1,2.01625
-0.1371124880741782,-2.1987211262161837,1,1.8316666666666663
0.5099010413765847,-2.232934701599787,1,1.95875
0.9937458621735371,-2.092895078658414,1,1.8404166666666668
1.0808030115975906,-2.024506667824744,1,1.8549999999999998
0.3580501413977299,-1.8772850837100659,1,1.67
0.3961476216582185,-1.9011398451666897,1,1.6675000000000002
0.07770961729770952,-2.333951683486192,1,1.7895833333333335
0.8421946537923175,-2.610563082340756,1,1.969166666666667
1.5113342421931972,-2.623241947196325,1,2.0820833333333333
0.8044200509641728,-2.6396679360657447,1,1.9825
0.4148213281694596,-1.3399893290307083,1,1.8345833333333335
0.3610512410380967,-1.4217958481804502,1,1.8225
0.5439379239135014,-1.5546314436428261,1,1.8458333333333332
0.5469897827583275,-1.547528820956405,1,1.8462500000000002
0.39018582696478704,-1.6386743434971998,1,1.85375
0.5531251155598116,-1.4855500902101322,1,1.8358333333333334
0.42447682560319006,-1.4727995301492407,1,1.8645833333333333
-0.075136811850408,-0.6628765192580096,1,2.040833333333333
0.3903656595262727,-1.1520633267040288,1,1.8379166666666666
-0.6463327545100647,-1.1179611043866196,1,1.6941666666666666
-0.5436032913211541,-0.32675543184253136,2,1.6116666666666666
-1.6994577171773075,0.5658690493886241,2,1.6708333333333334
-1.47400341371727,0.40354362413871,2,1.6508333333333336
-1.2514336893481597,-0.41253738694457737,2,1.7979166666666668
0.029026014902225894,-1.1532349514174256,1,1.8066666666666666
-1.2943191626176773,-0.46127166520709967,2,1.7983333333333336
0.41378191383440915,-0.8269167405313866,1,2.168333333333333
-1.2025986728394475,0.12177954881719284,2,1.9725000000000001
-0.23795144700740034,-0.76975423488783,1,1.94625
-1.2287279795784776,0.7427496813101127,2,2.2725000000000004
-2.2162121192526207,1.514511471251985,2,2.027083333333333
-0.014986245247881004,0.650867097875662,2,2.28375
-2.2704459996157778,0.46098540099760354,2,1.8862500000000002
-1.6916095677096248,1.449863917429557,2,1.7229166666666667
-2.4258866539613417,1.402437843486669,2,1.7874999999999999
-2.3849283083732074,-0.11809359249211007,2,2.077916666666667
-1.2938531610658552,-0.5224886236282844,2,1.8170833333333334
-2.005426978245772,-0.5432765289637248,2,1.9445833333333333
-1.9135107866431005,0.4302141189798073,2,1.8025000000000002
-0.5097296401581155,-1.062092056429174,1,1.9708333333333334
-1.744909597783823,1.8673369587586754,2,1.9841666666666669
-2.0796859430529753,2.353067522211756,2,1.81125
-2.383149466778684,1.7982613119354882,2,1.7883333333333333
-2.387130751727134,1.7286910561403044,2,1.7895833333333335
-2.3963734689494767,1.7163946382016573,2,1.78875
-2.38437209123267,1.7256810669898883,2,1.782916666666667
-2.371624511362272,1.73281236885341,2,1.7837500000000002
-2.4252705314932523,1.71998091656684,2,1.7975
-2.330093835712597,1.7799201551520565,2,1.8170833333333334
-2.3968419759638686,1.6943041183619734,2,1.7966666666666666
-2.400564849386077,1.7052228827482312,2,1.79625
-2.373197030510957,1.6840335001764648,2,1.799166666666667
-1.3422528973003918,0.6968864699573352,2,1.7158333333333333
-2.0009913791071288,1.193946133807542,2,1.97875
-2.5599669390064883,0.9063888982134884,2,2.105
-2.5393278939791704,0.8791603523194125,2,2.1045833333333337
-2.5390271540634832,0.8444299719062003,2,2.10125
-2.7694666604124523,1.2037276696261965,2,1.9616666666666667
-2.6225391096120223,0.615584734704779,2,2.1437500000000003
-2.5857006766739175,0.5936304868629001,2,2.1445833333333333
-2.8173242015309814,0.9128728124383808,2,2.000833333333333
-2.5280098461413503,0.5175327454191382,2,2.1437500000000003
-2.428618489531303,0.4791092226152133,2,2.1525
-2.464158062164754,0.21398288316847952,2,2.1824999999999997
-2.3900836478029666,0.19747164007712045,2,2.19
-2.2510260372935,-0.892978025660923,2,2.1033333333333335
-2.1776992561556052,-0.25999192983829855,2,2.28
-2.1501250086720773,0.3631387619016091,2,2.2408333333333332
-2.8989187755538586,0.06443569357749077,2,2.21625
-2.333583932368666,-0.009648417657976268,2,2.1133333333333333
-1.6952067712345167,0.9451288288338918,2,2.2912500000000002
-2.400803535896328,-0.17390096265968807,2,2.125
-2.3226172845485746,-0.11939812388926038,2,2.089583333333333
-1.7081890591194222,0.8185020063219801,2,2.2745833333333336
-2.2343402012871185,-0.5491537477139241,2,2.1679166666666667
-2.487568190413755,-0.7010061068385652,2,2.2041666666666666
-2.412622272181448,-0.3434409668514922,2,2.1529166666666666
-2.4173727576989483,-0.5683185544104153,2,2.17375
-2.504661143345856,-0.959947219395885,2,2.214583333333333
-2.3516733551661204,-0.6463221678719845,2,2.1791666666666667
-2.123386460117392,-0.7104666120660773,2,2.1625
-2.1176303127088607,-0.8592834003925385,2,2.14
-1.7776372828528717,-1.4587336919808276,2,2.1841666666666666
-1.7864923210179944,-1.221982280479754,2,1.9087500000000002
-1.7036791958360502,-1.4723320681154621,2,1.9308333333333334
-1.7017162068674583,-1.6622957529250626,1,1.9579166666666667
-0.9120566240282805,-1.4063583657819045,1,1.79625
-0.4367072014829727,-0.9823265274837145,1,2.02375
0.22910188742509413,-1.6669918354530027,1,2.0895833333333336
-0.5248460485466337,-2.3834428474229075,1,1.88375
-0.6389883904169757,-2.2292662504343634,1,1.9175000000000002
-2.0007289949117584,-1.3117577954850175,2,2.115
-1.975059546532006,-1.3433687441894775,2,2.2183333333333333
-1.9472547773941495,-1.5645986268141674,2,2.25125
-1.8709556107048368,-1.2495856996861399,2,2.205416666666667
-2.3741649266906983,-0.7218729759142333,2,2.0541666666666667
-2.0208284812884028,-1.317655018544296,2,2.2325
-2.001580120708336,-1.2999250390573631,2,2.2375000000000003
-2.247368752609026,-0.990608161218641,2,2.094583333333333
-2.072976363021099,-1.419192238601382,2,1.8500000000000003
-2.0544340490960096,-1.5076011101183266,2,1.83875
-2.0591874129587757,-1.5048337867194062,2,1.8375000000000004
-2.10455033283439,-1.4901738649130456,2,1.8270833333333336
-2.1629685349990884,-1.3755088068544297,2,1.85125
-2.098689754362123,-1.4548189735297132,2,1.874583333333333
-2.1764960274488128,-1.4592499351151829,2,1.8358333333333334
-1.8218456611519704,-2.8453031468362866,1,2.0520833333333335
-2.50149387301762,-1.8268078472072848,2,2.063333333333333
-2.665332982076225,-0.9797195662956355,2,1.8745833333333335
-2.0250025608898707,-1.1576311079475887,2,1.7833333333333332
-1.8956457988559208,-1.8114679279879236,1,1.8654166666666667
-1.8619537201998555,-0.8446747512757273,2,1.7166666666666668
-2.703660685510936,-0.358086500961522,2,1.8341666666666665
-1.8919868720610191,-0.7768216091096617,2,2.171666666666667
-2.4126001290483154,-0.06757667628045994,2,1.7545833333333334
